,OSEBuildingID,BuildingType,PrimaryPropertyType,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,GHGEmissionsIntensity,BuildingAge,most_use_steam,most_use_natural,most_use_electric,use_stream,use_electricity,use_natural,percent_steam,percent_natural,percent_electricity,LargestPropertyUseTypeGFA_rate,SecondLargestPropertyUseTypeGFA_rate,ThirdLargestPropertyUseTypeGFA_rate,PropertyGFABuilding(s)_rate,PropertyGFAParking_rate,GFAPerBuilding,GFAPerFloor,NumberOfAllUseTypes,TotalGHGEmissionsLog,SiteEnergyUse(kBtu)Log,Age_cat
421,600,NonResidential,Storage,3958900851,GREATER DUWAMISH,47.56558,-122.32889,1.0,1,98480,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,65.0,81.19999695,0.0,2403347.0,428218.0,Compliant,0.4,60,0,0,1,0,1,1,0.0,15.123015011133418,84.87698498886658,100.0,0.0,0.0,100.0,0.0,98480.0,98480.0,26,1.6074550232146685,6.452026765589569,"(50, 60]"
422,601,NonResidential,Mixed Use,4083300140,LAKE UNION,47.66113,-122.33572,1.0,2,53002,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,Parking,Multifamily Housing,75.0,168.3000031,0.0,2574531.0,867112.0,Compliant,1.21,112,0,0,1,0,1,1,0.0,25.19471078203056,74.80528921796945,59.62,51.75,34.21,100.0,0.0,53002.0,26501.0,54,1.8129133566428555,6.536765976901849,
423,602,NonResidential,Mixed Use,4088802666,LAKE UNION,47.63465,-122.32592,1.0,3,175918,"Laboratory, Office, Parking",Office,Parking,Laboratory,,503.6000061,0.0,12047762.0,10482405.0,Compliant,3.64,8,0,0,1,0,1,1,0.0,46.526086557636255,53.473913442363745,37.94,33.09,17.18,70.89,29.11,175918.0,58639.333,27,2.807338807112571,7.352764449402134,"(0, 10]"
424,603,NonResidential,Other,4088802925,LAKE UNION,47.63108,-122.32746,1.0,3,169785,"Other, Parking",Other,Parking,no information,,451.0,0.0,13249663.0,5905752.0,Compliant,2.39,96,0,0,1,0,1,1,0.0,30.83071810242691,69.16928189757309,62.43,37.57,0.0,62.43,37.57,169785.0,56595.0,14,2.609615749953064,7.282291610708432,"(90, 100]"
425,604,NonResidential,Office,4088803725,LAKE UNION,47.63,-122.3396,1.0,11,124721,"Food Service, Office, Parking, Restaurant",Office,Restaurant,Parking,58.0,252.1999969,0.0,8069980.0,5828201.0,Compliant,2.93,45,0,0,1,0,1,1,0.0,41.93499134886788,58.06500865113212,86.27,12.51,9.62,100.0,0.0,124721.0,11338.273,41,2.5644174867471095,7.1429579945702395,"(40, 50]"
426,605,NonResidential,Office,4088803750,LAKE UNION,47.63376,-122.33968,1.0,7,94002,"Office, Parking",Office,Parking,no information,70.0,189.3000031,0.0,5662234.0,0.0,Compliant,0.42,46,0,0,1,0,1,0,0.0,0.0,100.0,99.9,33.35,0.0,100.0,0.0,94002.0,13428.857,15,1.6071332043915667,6.752987889947017,"(40, 50]"
427,606,NonResidential,Storage,5084400005,GREATER DUWAMISH,47.55515,-122.3275,1.0,1,93020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,60.0,42.29999924,0.0,1252324.0,0.0,Compliant,0.09,42,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,93020.0,93020.0,26,0.9881128402683519,6.097717007083223,"(40, 50]"
428,19746,NonResidential,Other,0653000350,DOWNTOWN,47.6153,-122.35014,1.0,1,23000,"Office, Other",Other,Office,no information,,56.09999847,0.0,260639.0,450480.0,Compliant,1.12,70,0,1,0,0,1,1,0.0,63.34804723260101,36.65195276739899,88.3,11.69,0.0,100.0,0.0,23000.0,23000.0,13,1.4271614029259656,5.851942511492126,"(60, 70]"
429,607,NonResidential,Retail,5087400030,SOUTHEAST,47.52095,-122.26825,1.0,1,61053,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,no information,32.0,578.7000122,0.0,8474644.0,4658580.0,Compliant,5.02,14,0,0,1,0,1,1,0.0,35.471716617336305,64.52828338266369,89.16,0.0,0.0,100.0,0.0,61053.0,61053.0,34,2.4878451201114355,7.118371417781176,"(10, 20]"
430,609,NonResidential,Office,5247800255,DOWNTOWN,47.59895,-122.33379,1.0,5,78920,Office,Office,no information,no information,88.0,113.0999985,0.0,2830674.0,0.0,Compliant,0.25,112,0,0,1,0,1,0,0.0,0.0,100.0,99.55,0.0,0.0,100.0,0.0,78920.0,15784.0,6,1.316599302093861,6.45189012438071,
431,610,NonResidential,Office,5247800280,DOWNTOWN,47.59855,-122.33327,1.0,7,99440,"Office, Retail Store",Office,Retail Store,no information,64.0,188.1000061,0.0,4685851.0,1920981.0,Compliant,1.35,110,0,0,1,0,1,1,0.0,29.075674998244242,70.92432500175576,65.45,23.99,0.0,100.0,0.0,99440.0,14205.714,20,2.132547842465581,6.8199933622128315,"(100, 110]"
432,611,NonResidential,Office,5247800300,DOWNTOWN,47.59856,-122.33379,1.0,6,73260,Office,Office,no information,no information,82.0,140.3000031,0.0,2853189.0,0.0,Compliant,0.27,109,0,0,1,0,1,0,0.0,0.0,100.0,87.18,0.0,0.0,100.0,0.0,73260.0,12210.0,6,1.3199384399803087,6.455330769321572,"(100, 110]"
433,612,NonResidential,Office,5247800320,DOWNTOWN,47.59979,-122.3338,1.0,4,69817,"Office, Retail Store",Office,Retail Store,no information,87.0,82.5,771085.1875,1245123.0,161866.0,Compliant,1.1,116,0,0,1,1,1,1,35.402154431895354,7.431610958384768,57.16623460971988,49.63,37.3,0.0,100.0,0.0,69817.0,17454.25,20,1.890979596989689,6.338072929903264,
434,613,NonResidential,Office,5247800390,DOWNTOWN,47.60035,-122.33379,1.0,4,84750,"Enclosed Mall, Office",Office,Enclosed Mall,no information,,86.09999847,0.0,1846842.0,247883.0,Compliant,0.31,116,0,0,1,0,1,1,0.0,11.833677451694136,88.16632254830586,49.1,33.9,0.0,100.0,0.0,84750.0,21187.5,21,1.4320066872695982,6.321127145511329,
435,614,NonResidential,Office,5247800555,DOWNTOWN,47.60146,-122.33248,1.0,6,75496,"Office, Restaurant, Retail Store",Office,Retail Store,Restaurant,,186.1000061,0.0,3570162.0,0.0,Compliant,0.33,116,0,0,1,0,1,0,0.0,0.0,100.0,60.66,12.9,6.21,82.36,17.64,75496.0,12582.667,32,1.4131320504348721,6.552688014379941,
436,615,NonResidential,Office,5247800695,DOWNTOWN,47.59962,-122.33247,1.0,4,164380,"Office, Retail Store",Office,Retail Store,no information,79.0,145.8000031,399538.3125,6196714.0,1059498.0,Compliant,0.79,116,0,0,1,1,1,1,5.218800198429277,13.839244447015133,80.94195535455559,75.2,12.65,0.0,100.0,0.0,164380.0,41095.0,20,2.1182978013327767,6.883987856485612,
437,616,NonResidential,Office,5247800755,DOWNTOWN,47.59858,-122.33198,1.0,7,160580,Office,Office,no information,no information,98.0,67.90000153,347207.9063,3014081.0,974898.0,Compliant,0.62,109,0,0,1,1,1,1,8.007217257991007,22.482840824586713,69.50994191742228,100.0,0.0,0.0,100.0,0.0,160580.0,22940.0,6,2.0025548081484823,6.637108153311334,"(100, 110]"
438,618,NonResidential,Office,5247801045,DOWNTOWN,47.60159,-122.32915,1.0,6,73470,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Non-Refrigerated Warehouse,Retail Store,83.0,152.6000061,0.0,3212269.0,0.0,Error - Correct Default Data,0.3,107,0,0,1,0,1,0,0.0,0.0,100.0,64.17,12.9,12.9,100.0,0.0,73470.0,12245.0,48,1.369030221809153,6.506812041769154,"(100, 110]"
439,619,Nonresidential COS,Other,5247801160,DOWNTOWN,47.59871,-122.3299,1.0,3,67755,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,Office,Other - Entertainment/Public Assembly,,91.30000305,0.0,1904480.0,0.0,Compliant,0.2,110,0,0,1,0,1,0,0.0,0.0,100.0,49.66,29.08,17.69,100.0,0.0,67755.0,22585.0,65,1.1547282074401555,6.279776644292152,"(100, 110]"
440,620,NonResidential,Mixed Use,7666204795,GREATER DUWAMISH,47.59334,-122.32905,1.0,3,56700,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,Distribution Center,Non-Refrigerated Warehouse,37.0,119.3000031,0.0,2045416.0,326159.0,Compliant,0.56,106,0,0,1,0,1,1,0.0,13.752843574417845,86.24715642558216,46.3,31.83,21.87,100.0,0.0,56700.0,18900.0,55,1.5129510799724906,6.37503704669894,"(100, 110]"
441,621,NonResidential,Storage,7666204800,GREATER DUWAMISH,47.59366,-122.32666,1.0,1,82852,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,no information,83.0,54.70000076,0.0,1058065.0,1095539.0,Compliant,0.79,94,0,1,0,0,1,1,0.0,50.870029959082544,49.129970040917456,70.57,28.1,0.0,100.0,0.0,82852.0,82852.0,40,1.8232133132826676,6.333165950011902,"(90, 100]"
442,622,NonResidential,Other,7666205335,GREATER DUWAMISH,47.57941,-122.33131,1.0,2,76442,"Distribution Center, Office, Other",Other,Distribution Center,Office,,101.6999969,0.0,1705403.0,2272874.0,Compliant,1.73,63,0,1,0,0,1,1,0.0,57.132120262113474,42.867879737886526,66.06,23.55,9.95,100.0,0.0,76442.0,38221.0,34,2.125806458139527,6.599695128121614,"(60, 70]"
443,623,NonResidential,Storage,7666205408,GREATER DUWAMISH,47.57658,-122.33054,1.0,2,92792,"Distribution Center, Office",Distribution Center,Office,no information,56.0,76.40000153,0.0,2024573.0,1130923.0,Compliant,0.8,54,0,0,1,0,1,1,0.0,35.839785567783956,64.16021443221605,91.97,14.48,0.0,100.0,0.0,92792.0,46396.0,27,1.8761023213777936,6.49906777161773,"(50, 60]"
444,624,NonResidential,Other,7666206115,GREATER DUWAMISH,47.58444,-122.33282,2.0,2,125519,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,no information,no information,,49.29999924,0.0,2244317.0,0.0,Compliant,0.12,75,0,0,1,0,1,0,0.0,0.0,100.0,113.85,0.0,0.0,100.0,0.0,62759.5,62759.5,30,1.2214142378423387,6.351084392628959,"(70, 80]"
445,625,NonResidential,Office,7666206220,GREATER DUWAMISH,47.58361,-122.33369,1.0,4,129000,Office,Office,no information,no information,80.0,131.0,0.0,4374645.0,0.0,Compliant,0.24,116,0,0,1,0,1,0,0.0,0.0,100.0,81.29,0.0,0.0,80.0,20.0,129000.0,32250.0,6,1.4983105537896004,6.640943014584105,
446,626,NonResidential,Storage,7666206285,GREATER DUWAMISH,47.58781,-122.33264,1.0,1,78814,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,69.0,28.29999924,0.0,635127.0,226846.0,Compliant,0.21,62,0,0,1,0,1,1,0.0,26.317065615744344,73.68293438425566,100.0,0.0,0.0,100.0,0.0,78814.0,78814.0,26,1.2425414282983842,5.935494103277988,"(60, 70]"
447,627,NonResidential,Office,7666206640,GREATER DUWAMISH,47.59486,-122.33368,1.0,4,58970,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,Multifamily Housing,,73.09999847,0.0,1152375.0,624037.0,Compliant,0.7,112,0,0,1,0,1,1,0.0,35.12906915738016,64.87093084261984,67.61,19.67,11.87,100.0,0.0,58970.0,14742.5,64,1.6251065754034675,6.249543881611959,
448,628,NonResidential,Storage,7666206676,GREATER DUWAMISH,47.59403,-122.33367,1.0,6,75600,"Distribution Center, Office, Parking",Distribution Center,Office,Parking,15.0,137.1999969,0.0,2688675.0,0.0,Compliant,0.25,106,0,0,1,0,1,0,0.0,0.0,100.0,67.51,13.89,7.94,85.71,14.29,75600.0,12600.0,36,1.2953471483336179,6.4295385916877965,"(100, 110]"
449,629,NonResidential,Storage,7666206690,GREATER DUWAMISH,47.59363,-122.33371,1.0,4,56270,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,Non-Refrigerated Warehouse,Office,,59.0,0.0,1056782.0,0.0,Compliant,0.13,109,0,0,1,0,1,0,0.0,0.0,100.0,70.88,16.47,7.31,100.0,0.0,56270.0,14067.5,69,0.92272545799326,6.023985869729583,"(100, 110]"
450,630,NonResidential,Office,7666206851,DOWNTOWN,47.59701,-122.33378,1.0,4,66842,"Office, Retail Store",Office,Retail Store,no information,31.0,244.5,0.0,3457540.0,2151060.0,Compliant,2.07,112,0,0,1,0,1,1,0.0,38.35288663837678,61.64711336162322,64.51,15.73,0.0,100.0,0.0,66842.0,16710.5,20,2.144106973049323,6.748854583796429,
451,632,NonResidential,Office,7666206871,DOWNTOWN,47.59639,-122.33368,1.0,6,75288,"Office, Parking",Office,Parking,no information,81.0,138.6000061,0.0,2891229.0,376.0,Compliant,0.27,107,0,0,1,0,1,1,0.0,0.013003159145180618,99.98699684085481,87.01,14.5,0.0,85.66,14.34,75288.0,12548.0,15,1.3259259557714662,6.461139117224533,"(100, 110]"
452,633,NonResidential,Office,7666206895,DOWNTOWN,47.59806,-122.33475,1.0,7,184322,"Data Center, Office",Office,Data Center,no information,81.0,165.6000061,0.0,9722889.0,0.0,Compliant,0.37,112,0,0,1,0,1,0,0.0,0.0,100.0,99.78,0.22,0.0,100.0,0.0,184322.0,26331.714,19,1.8374621714859947,6.987795417052513,
453,634,NonResidential,Office,7666206900,DOWNTOWN,47.59767,-122.33467,1.0,7,287853,"Office, Retail Store",Office,Retail Store,no information,43.0,280.2000122,0.0,25482582.0,84524.0,Compliant,0.63,7,0,0,1,0,1,1,0.0,0.3305966658878013,99.6694033341122,95.12,4.2,0.0,100.0,0.0,287853.0,41121.857,20,2.2627832098507636,7.40768162296846,"(0, 10]"
454,635,NonResidential,Office,7666206966,GREATER DUWAMISH,47.59202,-122.33486,1.0,2,64512,Office,Office,no information,no information,53.0,197.3999939,0.0,2952139.0,3016015.0,Compliant,2.8,102,0,1,0,0,1,1,0.0,50.53514034657953,49.46485965342047,97.66,0.0,0.0,100.0,0.0,64512.0,32256.0,6,2.259498314030925,6.7758400573649045,"(100, 110]"
455,637,NonResidential,Mixed Use,7666207045,GREATER DUWAMISH,47.58924,-122.33566,1.0,6,286000,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,Office,Other,,1150.300049,0.0,63822136.0,13053.0,Compliant,1.56,7,0,0,1,0,1,1,0.0,0.020447969536050093,99.97955203046395,39.08,38.02,17.23,60.92,39.08,286000.0,47666.667,63,2.6499381672243456,7.805060175770992,"(0, 10]"
456,638,NonResidential,Storage,7666207175,GREATER DUWAMISH,47.58365,-122.33467,1.0,7,144050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,26.0,63.29999924,0.0,2389825.0,1539546.0,Compliant,0.68,90,0,0,1,0,1,1,0.0,39.180469342294224,60.819530657705776,100.0,0.0,0.0,100.0,0.0,144050.0,20578.571,26,1.9975174394147248,6.594323146118899,"(80, 90]"
457,639,NonResidential,Office,7666207195,GREATER DUWAMISH,47.58252,-122.33465,1.0,3,60592,Office,Office,no information,no information,16.0,253.5,0.0,4788414.0,261032.0,Compliant,0.78,86,0,0,1,0,1,1,0.0,5.16951760648594,94.83048239351406,99.66,0.0,0.0,100.0,0.0,60592.0,20197.333,6,1.6834973176798114,6.703243861123005,"(80, 90]"
458,640,NonResidential,Office,7666207220,GREATER DUWAMISH,47.58181,-122.33534,1.0,6,1380959,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Retail Store,Non-Refrigerated Warehouse,79.0,146.1000061,0.0,67760546.0,6370020.0,Compliant,0.59,104,0,0,1,0,1,1,0.0,8.592973645985651,91.40702635401435,72.47,20.37,15.95,100.0,0.0,1380959.0,230159.833,48,2.9093955459671057,7.869997380493262,"(100, 110]"
459,641,NonResidential,Retail,7666207295,GREATER DUWAMISH,47.57842,-122.33558,1.0,1,107930,Retail Store,Retail Store,no information,no information,57.0,189.5,0.0,6136093.0,1085388.0,Compliant,0.93,23,0,0,1,0,1,1,0.0,15.029991770386157,84.97000822961384,99.79,0.0,0.0,100.0,0.0,107930.0,107930.0,12,2.0061236062118546,6.858626423287506,"(20, 30]"
460,642,NonResidential,Storage,7666207506,GREATER DUWAMISH,47.57096,-122.3355,1.0,1,99084,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,83.0,33.90000153,0.0,795088.0,823022.0,Compliant,0.5,90,0,1,0,0,1,1,0.0,50.86316752260353,49.13683247739647,100.0,0.0,0.0,100.0,0.0,99084.0,99084.0,26,1.7011360660925265,6.209008410900011,"(80, 90]"
461,647,NonResidential,Storage,7666703530,DELRIDGE,47.56676,-122.35247,1.0,1,72719,Distribution Center,Distribution Center,no information,no information,28.0,96.09999847,0.0,2045435.0,536307.0,Compliant,0.59,63,0,0,1,0,1,1,0.0,20.773067177123043,79.22693282287696,100.0,0.0,0.0,100.0,0.0,72719.0,72719.0,19,1.6408787787016184,6.4119129661173115,"(60, 70]"
462,649,NonResidential,Office,7669800045,EAST,47.59534849,-122.327269,1.0,4,76624,Office,Office,no information,no information,91.0,105.3000031,0.0,2468547.0,305100.0,Compliant,0.44,86,0,0,1,0,1,1,0.0,10.999957817270907,89.00004218272909,100.0,0.0,0.0,100.0,0.0,76624.0,19156.0,6,1.53668467262093,6.443051422785279,"(80, 90]"
463,650,NonResidential,Office,7733600055,NORTHEAST,47.66158,-122.31625,1.0,6,91706,"Office, Other, Parking",Office,Parking,Other,2.0,472.1000061,0.0,8570570.0,0.0,Compliant,0.65,15,0,0,1,0,1,0,0.0,0.0,100.0,58.1,37.84,4.06,60.11,39.89,91706.0,15284.333,22,1.7835462822703498,6.93300980770544,"(10, 20]"
464,651,NonResidential,Healthcare,7863500020,LAKE UNION,47.62395,-122.33392,1.0,5,129093,"Medical Office, Other, Parking",Medical Office,Parking,Other,6.0,473.6000061,0.0,11800324.0,7448407.0,Compliant,3.7,8,0,0,1,0,1,1,0.0,38.69557426928559,61.30442573071441,69.04,29.17,4.35,69.09,30.91,129093.0,25818.6,30,2.6801994917560195,7.284402148430616,"(0, 10]"
465,652,NonResidential,Office,7881500200,DELRIDGE,47.56787,-122.36419,1.0,5,138106,"Office, Parking",Office,Parking,no information,41.0,221.0,0.0,8381833.0,0.0,Compliant,0.42,25,0,0,1,0,1,0,0.0,0.0,100.0,86.23,11.75,0.0,88.25,11.75,138106.0,27621.2,15,1.7740057302582095,6.92333913321659,"(20, 30]"
466,654,NonResidential,Retail,7886100495,GREATER DUWAMISH,47.56664,-122.32346,1.0,1,56572,Retail Store,Retail Store,no information,no information,66.0,93.30000305,0.0,1315085.0,1094344.0,Compliant,1.19,43,0,0,1,0,1,1,0.0,45.419225882978914,54.580774117021086,100.01,0.0,0.0,100.0,0.0,56572.0,56572.0,12,1.834357112718405,6.381914313473776,"(40, 50]"
467,656,NonResidential,Healthcare,8725990000,EAST,47.60979,-122.32298,1.0,0,225982,Medical Office,Medical Office,no information,no information,53.0,246.8999939,7815663.0,12744957.0,0.0,Compliant,3.06,12,0,0,1,1,1,0,38.012778797526536,0.0,61.987221202473464,88.58,0.0,0.0,100.0,0.0,225982.0,inf,14,2.8408084306092074,7.313036269922607,"(10, 20]"
468,657,NonResidential,Mixed Use,8729740000,DOWNTOWN,47.61783,-122.33729,1.0,0,516407,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,Multifamily Housing,Hotel,31.0,199.1999969,0.0,29432803.0,9970512.0,Compliant,1.42,10,0,0,1,0,1,1,0.0,25.303739038200213,74.6962609617998,74.59,65.89,13.1,100.0,0.0,516407.0,inf,99,2.8667125621748593,7.595532826678186,"(0, 10]"
469,658,NonResidential,Office,8809700020,DOWNTOWN,47.59794,-122.32767,1.0,11,312512,"Data Center, Office, Restaurant",Office,Data Center,Restaurant,,257.7999878,0.0,25619164.0,127855.0,Compliant,0.59,16,0,0,1,0,1,1,0.0,0.49658175962040496,99.50341824037959,97.06,1.52,1.43,100.0,0.0,312512.0,28410.182,31,2.2704226083327774,7.410727020972735,"(10, 20]"
470,659,NonResidential,Office,9184500000,DOWNTOWN,47.6074,-122.33777,1.0,42,1592914,"Data Center, Financial Office, Office, Parking, Restaurant",Office,Parking,Financial Office,97.0,140.0,986403.1875,55123924.0,388532.0,Compliant,0.3,11,0,0,1,1,1,1,1.7458816013018457,0.6876811418627018,97.56643725683546,57.43,21.9,19.08,100.0,0.0,1592914.0,37926.524,58,2.6831010964280657,7.752039754156159,"(10, 20]"
471,660,NonResidential,Office,1975700220,DOWNTOWN,47.61077,-122.3361,1.0,6,97720,"Data Center, Office, Retail Store",Office,Data Center,Retail Store,,105.6999969,0.0,2478025.0,0.0,Compliant,0.18,90,0,0,1,0,1,0,0.0,0.0,100.0,53.09,12.28,9.94,100.0,0.0,97720.0,16286.667,33,1.2619761913978127,6.394105902592816,"(80, 90]"
472,661,NonResidential,Healthcare,6108450000,EAST,47.61002,-122.32222,1.0,10,422503,Medical Office,Medical Office,no information,no information,46.0,264.7000122,994154.3125,16260654.0,0.0,Compliant,0.45,31,0,0,1,1,1,0,5.761607399485273,0.0,94.23839260051473,46.72,0.0,0.0,51.11,48.89,422503.0,42250.3,14,2.281260687055013,7.236910206623355,"(30, 40]"
473,671,NonResidential,Healthcare,7942600570,CENTRAL,47.60649,-122.31121,1.0,7,94500,Medical Office,Medical Office,no information,no information,68.0,159.8999939,0.0,5792925.0,0.0,Compliant,0.43,29,0,0,1,0,1,0,0.0,0.0,100.0,120.36,0.0,0.0,100.0,0.0,94500.0,13500.0,14,1.6167904863297158,6.762898055739359,"(20, 30]"
474,673,NonResidential,Retail,7985400295,DELRIDGE,47.53655,-122.36377,1.0,1,94713,Retail Store,Retail Store,no information,no information,79.0,131.5,0.0,4182901.0,1234697.0,Compliant,1.0,11,0,0,1,0,1,1,0.0,22.79048759247179,77.20951240752821,115.88,0.0,0.0,100.0,0.0,94713.0,94713.0,12,1.9810934231459298,6.733806856265204,"(10, 20]"
475,674,NonResidential,Healthcare,8590400395,EAST,47.60707,-122.3288,1.0,9,302902,"Medical Office, Parking",Medical Office,Parking,no information,58.0,223.8000031,0.0,14155468.0,595647.0,Compliant,0.43,8,0,0,1,0,1,1,0.0,4.037979501888501,95.9620204981115,66.48,28.48,0.0,66.54,33.46,302902.0,33655.778,23,2.1183308740573024,7.16882493711625,"(0, 10]"
476,677,NonResidential,Healthcare,8590901010,EAST,47.60883,-122.32494,1.0,19,319911,"Medical Office, Parking",Medical Office,Parking,no information,50.0,236.3000031,3593940.25,11473398.0,0.0,Compliant,1.12,43,0,0,1,1,1,0,23.85252252500537,0.0,76.14747747499463,53.37,21.62,0.0,51.11,48.89,319911.0,16837.421,23,2.554355883229462,7.178036617217304,"(40, 50]"
477,678,NonResidential,Office,8591400005,DOWNTOWN,47.60353,-122.33558,1.0,6,205521,"Office, Retail Store",Office,Retail Store,no information,94.0,124.6999969,2068666.75,4325997.0,1743952.0,Compliant,1.37,116,0,0,1,1,1,1,25.417918888725026,21.42811570874322,53.15396540253175,55.92,13.94,0.0,100.0,0.0,205521.0,34253.5,20,2.4524917827883126,6.910550637921868,
478,679,NonResidential,Office,8591400075,DOWNTOWN,47.60197,-122.33437,1.0,6,56700,"Office, Retail Store",Office,Retail Store,no information,55.0,170.3999939,0.0,3065954.0,0.0,Compliant,0.38,116,0,0,1,0,1,0,0.0,0.0,100.0,81.13,18.52,0.0,100.0,0.0,56700.0,9450.0,20,1.3496659840966296,6.486565847111737,
479,680,NonResidential,Office,8592900345,GREATER DUWAMISH,47.59554,-122.32471,1.0,4,72000,Office,Office,no information,no information,89.0,116.1999969,0.0,2632591.0,96576.0,Compliant,0.33,91,0,0,1,0,1,1,0.0,3.538662163216835,96.46133783678316,100.0,0.0,0.0,100.0,0.0,72000.0,18000.0,6,1.3888114134735237,6.436030389802556,"(90, 100]"
480,681,NonResidential,Office,8807900360,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,1.0,4,191146,"Office, Parking",Office,Parking,no information,93.0,155.5,0.0,5101504.0,0.0,Compliant,0.19,16,0,0,1,0,1,0,0.0,0.0,100.0,53.89,41.85,0.0,50.36,49.64,191146.0,47786.5,15,1.5630061870617937,6.7076983592072335,"(10, 20]"
481,682,NonResidential,Other,9358000300,DELRIDGE,47.56797,-122.36711,1.0,3,68763,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,Parking,Swimming Pool,,343.1000061,0.0,3670762.0,5358726.0,Compliant,4.51,15,0,1,0,0,1,1,0.0,59.346953005530324,40.653046994469676,72.71,16.76,0.0,83.24,16.76,68763.0,22921.0,42,2.493025632615216,6.955663221361046,"(10, 20]"
482,683,NonResidential,Other,9834201515,SOUTHEAST,47.56961,-122.28881,3.0,1,102133,"Parking, Strip Mall",Strip Mall,Parking,no information,,443.0,0.0,12356956.0,8369038.0,Compliant,5.2,22,0,0,1,0,1,1,0.0,40.37942884669367,59.62057115330633,105.18,0.0,0.0,100.0,0.0,34044.333,102133.0,19,2.7256013111086377,7.3165154309561595,"(20, 30]"
483,685,NonResidential,Office,2285050000,DOWNTOWN,47.61567,-122.33503,1.0,14,362046,"Office, Other, Parking",Office,Parking,Other,86.0,207.8000031,0.0,15566951.0,158627.0,Compliant,0.32,8,0,0,1,0,1,1,0.0,1.008719679492862,98.99128032050714,64.2,27.03,0.98,100.0,0.0,362046.0,25860.429,22,2.071697945221614,7.196606727548857,"(0, 10]"
484,689,NonResidential,Other,5161000000,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,3.0,2,81336,Lifestyle Center,Lifestyle Center,no information,no information,,405.2999878,0.0,9206777.0,3878519.0,Compliant,3.32,22,0,0,1,0,1,1,0.0,29.640284789889353,70.35971521011065,100.06,0.0,0.0,100.0,0.0,27112.0,40668.0,16,2.433241641112682,7.116783617559157,"(20, 30]"
485,690,NonResidential,Office,5342900000,DOWNTOWN,47.6115,-122.33278,1.0,23,538933,"Office, Parking",Office,Parking,no information,90.0,137.1999969,0.0,16020640.0,0.0,Compliant,0.21,15,0,0,1,0,1,0,0.0,0.0,100.0,68.01,22.79,0.0,100.0,0.0,538933.0,23431.87,15,2.051885378889872,7.204679942818619,"(10, 20]"
486,692,NonResidential,Other,6780950000,DOWNTOWN,47.61234,-122.34897,1.0,6,275982,"Office, Parking",Parking,Office,no information,,208.3999939,0.0,5233553.0,0.0,Compliant,0.13,33,0,0,1,0,1,0,0.0,0.0,100.0,71.4,28.57,0.0,28.57,71.43,275982.0,45997.0,15,1.5739154404215507,6.718796751084478,"(30, 40]"
487,693,NonResidential,Office,7015350000,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1.0,5,98668,Office,Office,no information,no information,91.0,139.6999969,0.0,4391348.0,0.0,Compliant,0.31,34,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,98668.0,19733.6,6,1.4998244958395797,6.642597953786488,"(30, 40]"
488,694,NonResidential,Office,7135400000,GREATER DUWAMISH,47.57639,-122.32072,1.0,1,158931,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,Multifamily Housing,Parking,12.0,199.3000031,0.0,7938248.0,813455.0,Compliant,0.62,9,0,0,1,0,1,1,0.0,9.294819533980986,90.70518046601902,50.44,21.58,16.95,82.14,17.86,158931.0,158931.0,64,1.9979976364080043,6.942092670160356,"(0, 10]"
