,OSEBuildingID,BuildingType,PrimaryPropertyType,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,GHGEmissionsIntensity,BuildingAge,most_use_steam,most_use_natural,most_use_electric,use_stream,use_electricity,use_natural,percent_steam,percent_natural,percent_electricity,LargestPropertyUseTypeGFA_rate,SecondLargestPropertyUseTypeGFA_rate,ThirdLargestPropertyUseTypeGFA_rate,PropertyGFABuilding(s)_rate,PropertyGFAParking_rate,GFAPerBuilding,GFAPerFloor,NumberOfAllUseTypes,TotalGHGEmissionsLog,SiteEnergyUse(kBtu)Log,Age_cat
0,1,NonResidential,Hospitality,0659000030,DOWNTOWN,47.6122,-122.33799,1.0,12,88434,Hotel,Hotel,no information,no information,60.0,182.5,2003882.0,3946027.0,1276453.0,Compliant,2.83,89,0,0,1,1,1,1,27.73016353180203,17.66383970246716,54.60599676573081,100.0,0.0,0.0,100.0,0.0,88434.0,7369.5,5,2.3996391149642737,6.8589198036302355,"(80, 90]"
1,2,NonResidential,Hospitality,0659000220,DOWNTOWN,47.61317,-122.33393,1.0,11,103566,"Hotel, Parking, Restaurant",Hotel,Parking,Restaurant,61.0,176.1000061,0.0,3242851.0,5145082.0,Compliant,2.86,20,0,1,0,0,1,1,0.0,61.33909271807488,38.66090728192512,80.99,14.55,4.46,85.45,14.55,103566.0,9415.091,26,2.472551683114428,6.923655004584368,"(10, 20]"
2,3,NonResidential,Hospitality,0659000475,DOWNTOWN,47.61393,-122.3381,1.0,41,956110,Hotel,Hotel,no information,no information,43.0,241.8999939,21566554.0,49526664.0,1493800.0,Compliant,2.19,47,0,0,1,1,1,1,29.7113100857787,2.0579437496660904,68.23074616455521,79.12,0.0,0.0,79.43,20.57,956110.0,23319.756,5,3.3202044652067677,7.860858997084379,"(40, 50]"
3,5,NonResidential,Hospitality,0659000640,DOWNTOWN,47.61412,-122.33664,1.0,10,61320,Hotel,Hotel,no information,no information,56.0,216.1999969,2214446.25,2768924.0,1811213.0,Compliant,4.67,90,0,0,1,1,1,1,32.59134767389891,26.65671952727932,40.75193279882177,100.0,0.0,0.0,100.0,0.0,61320.0,6132.0,5,2.458532094885551,6.832162936018625,"(80, 90]"
4,8,NonResidential,Hospitality,0659000970,DOWNTOWN,47.61375,-122.34047,1.0,18,175580,"Hotel, Parking, Swimming Pool",Hotel,Parking,Swimming Pool,75.0,211.3999939,0.0,5368607.0,8803998.0,Compliant,2.88,36,0,1,0,0,1,1,0.0,62.119829064593276,37.880170935406724,70.31,38.73,0.0,64.69,35.31,175580.0,9754.444,29,2.704159099649888,7.151449744501191,"(30, 40]"
5,9,Nonresidential COS,Other,0660000560,DOWNTOWN,47.61623,-122.33657,1.0,2,97288,Police Station,Police Station,no information,no information,,316.2999878,0.0,7371434.0,4715182.0,Compliant,3.1,17,0,0,1,0,1,1,0.0,39.011597621699906,60.988402378300094,91.31,0.0,0.0,61.77,38.23,97288.0,48644.0,14,2.4811702132095,7.082304760428389,"(10, 20]"
6,10,NonResidential,Hospitality,0660000825,DOWNTOWN,47.6139,-122.33283,1.0,11,83008,Hotel,Hotel,no information,no information,27.0,146.6000061,0.0,2811215.0,2947580.0,Compliant,2.12,90,0,1,0,0,1,1,0.0,51.18397164684626,48.81602835315374,98.01,0.0,0.0,100.0,0.0,83008.0,7546.182,5,2.2483166403417796,6.760331694323706,"(80, 90]"
7,11,NonResidential,Other,0660000955,DOWNTOWN,47.61327,-122.33136,1.0,8,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,no information,no information,,141.6999969,2276286.5,3636655.0,385189.0,Compliant,2.16,90,0,0,1,1,1,1,36.14225681732063,6.115925987878467,57.7418171948009,100.0,0.0,0.0,100.0,0.0,102761.0,12845.125,37,2.3473495337314567,6.799211793076254,"(80, 90]"
8,12,NonResidential,Hospitality,0939000080,DOWNTOWN,47.60294,-122.33263,1.0,15,163984,Hotel,Hotel,no information,no information,43.0,180.8999939,0.0,7297919.0,6425900.0,Compliant,2.39,112,0,0,1,0,1,1,0.0,46.822972526816336,53.177027473183664,100.0,0.0,0.0,100.0,0.0,163984.0,10932.267,5,2.594569326395738,7.137475044911735,
9,15,NonResidential,Hospitality,0942000145,DOWNTOWN,47.60695,-122.33414,1.0,11,153163,Hotel,Hotel,no information,no information,30.0,228.1999969,5237165.5,6187627.0,4591850.0,Compliant,4.51,47,0,0,1,1,1,1,32.69827306191045,28.669242008741843,38.63248492934771,87.41,0.0,0.0,87.41,12.59,153163.0,13923.909,5,2.840269238037621,7.204571549789367,"(40, 50]"
10,16,NonResidential,Hospitality,0942000165,DOWNTOWN,47.60713,-122.33323,1.0,25,333176,Hotel,Hotel,no information,no information,36.0,199.0,5999360.5,18083049.0,2858700.0,Compliant,2.22,18,0,0,1,1,1,1,22.268424023145744,10.610921573218802,67.12065440363546,101.04,0.0,0.0,81.64,18.36,333176.0,13327.04,5,2.870386345847962,7.430415501231828,"(10, 20]"
11,17,NonResidential,Hospitality,0942000210,DOWNTOWN,47.60699,-122.33346,1.0,9,65009,Hotel,Hotel,no information,no information,48.0,153.6000061,1656352.5,1343000.0,3596705.0,Compliant,5.05,88,0,1,0,1,1,1,25.11125016724005,54.528102582489616,20.360647250270333,100.0,0.0,0.0,100.0,0.0,65009.0,7223.222,5,2.5174994019984163,6.819284498718164,"(80, 90]"
12,18,NonResidential,Hospitality,0942000235,DOWNTOWN,47.60809,-122.33212,1.0,33,315952,"Hotel, Parking",Hotel,Parking,no information,58.0,179.8999939,4337738.5,13904183.0,4083440.0,Compliant,2.05,36,0,0,1,1,1,1,19.429645069800998,18.290588486103573,62.27976644409543,93.53,18.23,0.0,81.77,18.23,315952.0,9574.303,14,2.8126593871628134,7.348798567949837,"(30, 40]"
13,19,NonResidential,Hospitality,0942000265,DOWNTOWN,47.60755,-122.33244,1.0,11,92190,"Hotel, Parking",Hotel,Parking,no information,35.0,297.3999939,4870847.5,3832369.0,2046793.0,Compliant,5.55,94,1,0,0,1,1,1,45.310169260780654,19.03991805774683,35.649912681472514,73.1,27.33,0.0,72.67,27.33,92190.0,8380.909,14,2.709600645297477,7.0314089086457505,"(90, 100]"
14,21,Nonresidential COS,Other,0942000275,DOWNTOWN,47.60649,-122.33297,1.0,11,412000,"Data Center, Library, Parking",Library,Parking,Data Center,,155.6000061,737559.5,17851297.0,0.0,Compliant,0.44,12,0,0,1,1,1,0,3.967750786607019,0.0,96.03224921339299,88.57,11.89,0.26,86.17,13.83,412000.0,37454.545,29,2.26097721137248,7.269252779951063,"(10, 20]"
15,22,NonResidential,Other,0942000350,DOWNTOWN,47.60546,-122.33279,1.0,6,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,Office,Swimming Pool,,157.3999939,4592347.5,4453868.0,910180.0,Compliant,4.18,86,1,0,0,1,1,1,46.12459900774331,9.141661759017106,44.73373923323958,86.61,38.49,0.0,100.0,0.0,103911.0,17318.5,53,2.638349461520909,6.998102205280052,"(80, 90]"
16,23,NonResidential,Hospitality,0942000430,DOWNTOWN,47.60681,-122.33078,1.0,28,416281,"Hotel, Parking",Hotel,Parking,no information,31.0,228.5,0.0,21225277.0,12331475.0,Compliant,1.93,33,0,0,1,0,1,1,0.0,36.74811853066113,63.25188146933887,83.68,20.42,0.0,79.58,20.42,416281.0,14867.179,14,2.905196626284124,7.525779982995194,"(30, 40]"
17,24,NonResidential,Mixed Use,0942000510,DOWNTOWN,47.60515,-122.33159,1.0,5,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,Restaurant,Office,,280.7000122,1776201.875,3764791.0,2065091.0,Compliant,4.75,109,0,0,1,1,1,1,23.352383489197322,27.150515744214037,49.49710076658864,28.62,26.99,16.96,100.0,0.0,57452.0,11490.4,75,2.437782261990644,6.881161203006868,"(100, 110]"
18,25,NonResidential,Hospitality,0942000610,DOWNTOWN,47.60376,-122.33194,1.0,10,104352,Hotel,Hotel,no information,no information,39.0,225.5,3430862.0,5908370.0,815376.0,Compliant,3.35,100,0,0,1,1,1,1,33.78625743110911,8.029615717317695,58.1841268515732,100.0,0.0,0.0,100.0,0.0,104352.0,10435.2,5,2.544464932184069,7.006663205691431,"(90, 100]"
19,26,NonResidential,Other,0942000860,DOWNTOWN,47.60265,-122.33051,1.0,10,540360,Courthouse,Courthouse,no information,no information,76.0,182.6999969,0.0,24357833.0,20626631.0,Compliant,2.34,100,0,0,1,0,1,1,0.0,45.852788198165484,54.147211801834516,99.41,0.0,0.0,100.0,0.0,540360.0,54036.0,10,3.102533177227093,7.653062598401271,"(90, 100]"
20,27,NonResidential,Other,0942001010,DOWNTOWN,47.60378,-122.32842,1.0,19,385274,Other,Other,no information,no information,,229.5,0.0,18257661.0,29602150.0,Compliant,4.41,31,0,1,0,0,1,1,0.0,61.851790430179506,38.148209569820494,100.0,0.0,0.0,100.0,0.0,385274.0,20277.579,5,3.2305638664696574,7.679970997385928,"(30, 40]"
21,28,SPS-District K-12,Education,1102000138,SOUTHEAST,47.54576,-122.26853,1.0,2,56228,K-12 School,K-12 School,no information,no information,95.0,60.70000076,0.0,936955.0,602523.0,Error - Correct Default Data,0.69,55,0,0,1,0,1,1,0.0,39.138136433258545,60.861863566741455,104.78,0.0,0.0,100.0,0.0,56228.0,28114.0,11,1.5969268143429707,6.187373910130314,"(50, 60]"
22,29,NonResidential,Hospitality,1142000755,NORTHEAST,47.65959,-122.31755,1.0,6,88592,"Hotel, Parking",Hotel,Parking,no information,84.0,148.0,0.0,2266231.0,1397303.0,Compliant,1.02,15,0,0,1,0,1,1,0.0,38.140849791485486,61.859150208514514,65.48,34.52,0.0,65.48,34.52,88592.0,14765.333,14,1.9590891143673923,6.5639004042493685,"(10, 20]"
23,30,NonResidential,Education,0660001420,DOWNTOWN,47.61816,-122.33629,1.0,7,126593,College/University,College/University,no information,no information,,173.0,0.0,4647474.0,6696211.0,Compliant,3.07,88,0,1,0,0,1,1,0.0,59.03029747388084,40.96970252611916,98.74,0.0,0.0,100.0,0.0,126593.0,18084.714,18,2.589994256560121,7.054754234759989,"(80, 90]"
24,31,NonResidential,Other,0660001725,DOWNTOWN,47.615,-122.33081,1.0,2,67224,Automobile Dealership,Automobile Dealership,no information,no information,,61.20000076,0.0,1310236.0,0.0,Compliant,0.14,86,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,67224.0,33612.0,21,1.0056094453602804,6.117350066547045,"(80, 90]"
25,32,NonResidential,Hospitality,0660001832,EAST,47.61301,-122.32929,1.0,8,158676,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,Parking,Retail Store,,58.0,0.0,572307.0,4755745.0,Compliant,1.62,25,0,1,0,0,1,1,0.0,89.25860708566658,10.741392914333419,71.01,26.47,2.84,80.9,19.1,158676.0,19834.5,43,2.4108952779688977,6.726568495506833,"(20, 30]"
26,33,NonResidential,Hospitality,0660002680,DOWNTOWN,47.61784,-122.32966,1.0,10,171866,Hotel,Hotel,no information,no information,57.0,181.1000061,0.0,5610706.0,5451210.0,Compliant,1.91,15,0,0,1,0,1,1,0.0,49.279076066026896,50.720923933973104,75.01,0.0,0.0,77.73,22.27,171866.0,17186.6,5,2.5180267304569792,7.0438303955382064,"(10, 20]"
27,35,NonResidential,Hospitality,0697000170,DOWNTOWN,47.61558,-122.34186,1.0,5,68410,Hotel,Hotel,no information,no information,57.0,199.6999969,0.0,2346349.0,2110365.0,Compliant,1.88,38,0,0,1,0,1,1,0.0,47.352488851651685,52.647511148348315,70.16,0.0,0.0,76.32,23.68,68410.0,13682.0,5,2.1120685042681973,6.649014911240379,"(30, 40]"
28,36,SPS-District K-12,Education,0752000170,NORTH,47.70994,-122.29301,1.0,2,160645,K-12 School,K-12 School,no information,no information,75.0,68.09999847,0.0,1947601.0,4831572.0,Error - Correct Default Data,1.68,67,0,1,0,0,1,1,0.0,71.27081725160281,28.729182748397186,102.23,0.0,0.0,100.0,0.0,160645.0,80322.5,11,2.4332576563973487,6.831176781021119,"(60, 70]"
29,38,NonResidential,Office,0825049008,LAKE UNION,47.6641,-122.33118,1.0,3,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,K-12 School,Other - Entertainment/Public Assembly,,106.5,0.0,1352843.0,2793077.0,Compliant,1.81,110,0,1,0,0,1,1,0.0,67.36929318462488,32.63070681537511,46.92,20.8,4.94,100.0,0.0,87262.0,29087.333,79,2.2007684447831717,6.617621074786404,"(100, 110]"
30,40,NonResidential,Hospitality,0925049117,NORTHEAST,47.66583,-122.29965,1.0,4,81871,Hotel,Hotel,no information,no information,29.0,162.5,0.0,3016399.0,3652169.0,Compliant,2.63,22,0,1,0,0,1,1,0.0,54.76691547570633,45.23308452429367,100.0,0.0,0.0,100.0,0.0,81871.0,20467.75,5,2.3344537511509307,6.824032681759753,"(20, 30]"
31,41,NonResidential,Storage,0925049330,NORTHEAST,47.66172,-122.29598,1.0,2,110356,Self-Storage Facility,Self-Storage Facility,no information,no information,,35.20000076,0.0,281265.0,37100.0,Compliant,0.04,61,0,0,1,0,1,1,0.0,11.653291033876211,88.34670896612378,23.76,0.0,0.0,100.0,0.0,110356.0,55178.0,21,0.69284691927723,5.502926425146778,"(60, 70]"
32,43,Campus,Mixed Use,0022000005,GREATER DUWAMISH,47.53493,-122.31788,1.0,3,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,Laboratory,Non-Refrigerated Warehouse,8.0,388.2000122,0.0,150476283.0,297909000.0,Compliant,34.09,24,0,1,0,0,1,1,0.0,66.44040544925736,33.559594550742645,152.99,129.32,92.91,100.0,0.0,494835.0,164945.0,100,4.227166051920217,8.651651378705454,"(20, 30]"
33,46,NonResidential,Storage,0323049024,GREATER DUWAMISH,47.51138,-122.28875,3.0,2,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,Refrigerated Warehouse,Office,,145.8999939,0.0,44731153.0,0.0,Compliant,0.44,55,0,0,1,0,1,0,0.0,0.0,100.0,86.26,38.65,9.94,100.0,0.0,238031.667,357047.5,58,2.4953222772159536,7.650610170458594,"(50, 60]"
34,50,SPS-District K-12,Education,0369000400,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1.0,2,54986,K-12 School,K-12 School,no information,no information,97.0,77.80000305,0.0,1217589.0,432690.0,Compliant,0.57,26,0,0,1,0,1,1,0.0,26.219202934776483,73.78079706522351,100.0,0.0,0.0,100.0,0.0,54986.0,27493.0,11,1.5114822886260015,6.217557702209971,"(20, 30]"
35,51,SPS-District K-12,Education,0425049022,NORTHEAST,47.68252,-122.29498,1.0,2,175565,K-12 School,K-12 School,no information,no information,88.0,55.0,0.0,1599684.0,4799443.0,Error - Correct Default Data,1.52,66,0,1,0,0,1,1,0.0,75.00152755211765,24.998472447882342,104.16,0.0,0.0,100.0,0.0,175565.0,87782.5,11,2.426592582305156,6.806120831263105,"(60, 70]"
36,52,NonResidential,Office,0467000429,BALLARD,47.66587,-122.38476,1.0,2,94900,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,no information,57.0,163.0,0.0,4291585.0,1894876.0,Compliant,1.38,55,0,0,1,0,1,1,0.0,30.62940185026625,69.37059814973375,58.57,41.43,0.0,100.0,0.0,94900.0,47450.0,34,2.119123864810617,6.791442384740794,"(50, 60]"
37,53,NonResidential,Office,0570000340,GREATER DUWAMISH,47.58034,-122.31132,1.0,2,52554,"Office, Other - Education",Office,Other - Education,no information,83.0,108.6999969,0.0,1579749.0,1371582.0,Compliant,1.6,116,0,0,1,0,1,1,0.0,46.473336945263,53.526663054737,97.1,14.94,0.0,100.0,0.0,52554.0,26277.0,25,1.928703027430597,6.470018103508515,
38,54,NonResidential,Education,0625049002,NORTHWEST,47.68891,-122.33553,1.0,3,175015,K-12 School,K-12 School,no information,no information,95.0,74.0,0.0,2679739.0,4315001.0,Compliant,1.42,62,0,1,0,0,1,1,0.0,61.68922647589474,38.31077352410526,100.0,0.0,0.0,100.0,0.0,175015.0,58338.333,11,2.395937645080042,6.844771669192679,"(60, 70]"
39,55,NonResidential,Storage,0653000225,DOWNTOWN,47.61351,-122.35129,1.0,3,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,Vocational School,Office,,76.59999847,0.0,1500229.0,658400.0,Compliant,0.64,105,0,0,1,0,1,1,0.0,30.500841043088,69.499158956912,54.46,39.95,5.47,100.0,0.0,70586.0,23528.667,48,1.6667986836661741,6.334178208462547,"(100, 110]"
40,56,NonResidential,Hospitality,1975700040,DOWNTOWN,47.60946,-122.33337,1.0,24,332210,Hotel,Hotel,no information,no information,67.0,121.8000031,0.0,12204406.0,3958787.0,Compliant,0.89,47,0,0,1,0,1,1,0.0,24.492604895579728,75.50739510442027,104.94,0.0,0.0,38.0,62.0,332210.0,13842.083,5,2.471775621020804,7.208527212485546,"(40, 50]"
41,57,NonResidential,Office,1975700200,DOWNTOWN,47.6113,-122.33659,1.0,5,168115,"Data Center, Office, Retail Store",Office,Retail Store,Data Center,78.0,176.6000061,0.0,9536160.0,0.0,Compliant,0.4,43,0,0,1,0,1,0,0.0,0.0,100.0,61.48,39.07,0.29,100.0,0.0,168115.0,33623.0,33,1.8291750739170876,6.979373620238912,"(40, 50]"
42,58,NonResidential,Other,1975700365,DOWNTOWN,47.61076,-122.33765,1.0,2,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,"Personal Services (Health/Beauty, Dry Cleaning, etc)",no information,,48.79999924,0.0,714939.0,532423.0,Compliant,0.58,96,0,0,1,0,1,1,0.0,42.68392014507416,57.31607985492584,90.11,9.89,0.0,100.0,0.0,57428.0,28714.0,66,1.5347873586294916,6.0959928576130205,"(90, 100]"
43,59,NonResidential,Office,1975700380,DOWNTOWN,47.61048,-122.33794,1.0,8,59400,"Office, Retail Store",Office,Retail Store,no information,14.0,398.7000122,0.0,5071973.0,0.0,Compliant,0.6,106,0,0,1,0,1,0,0.0,0.0,100.0,58.83,8.41,0.0,100.0,0.0,59400.0,7425.0,20,1.56062387454993,6.705177104221309,"(100, 110]"
44,60,NonResidential,Mixed Use,1975700525,DOWNTOWN,47.60886,-122.33744,1.0,2,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,Restaurant,Office,,485.2999878,0.0,4632459.0,10393737.0,Compliant,11.12,90,0,1,0,0,1,1,0.0,69.17078014954683,30.829219850453168,44.72,44.72,10.39,100.0,0.0,52549.0,26274.5,57,2.7673859440829474,7.176849078331244,"(80, 90]"
45,62,NonResidential,Hospitality,1976700010,DOWNTOWN,47.61233,-122.33432,1.0,20,98634,"Hotel, Parking, Restaurant",Hotel,Parking,Restaurant,71.0,158.6000061,0.0,4290059.0,551288.0,Compliant,0.6,86,0,0,1,0,1,1,0.0,11.387078843966359,88.61292115603364,84.75,10.18,5.07,89.82,10.18,98634.0,4931.7,26,1.7795243433247898,6.684966346053275,"(80, 90]"
46,63,NonResidential,Hospitality,1976700095,DOWNTOWN,47.61087,-122.33339,1.0,34,994212,"Hotel, Parking, Swimming Pool",Hotel,Parking,Swimming Pool,63.0,182.5,11598686.0,45545529.0,23324992.0,Compliant,2.47,34,0,0,1,1,1,1,14.413819189245894,28.986233205951688,56.599947604802416,100.0,11.84,0.0,85.25,14.75,994212.0,29241.529,29,3.38962318240954,7.905629775475908,"(30, 40]"
47,65,NonResidential,Hospitality,1977200050,DOWNTOWN,47.60997,-122.34138,1.0,7,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,Parking,Retail Store,98.0,215.8999939,0.0,3243900.0,2104408.0,Compliant,1.89,31,0,0,1,0,1,1,0.0,39.34717297507922,60.65282702492078,58.1,19.3,13.5,100.0,0.0,71150.0,10164.286,40,2.13155450976124,6.72821657199824,"(30, 40]"
48,66,NonResidential,Hospitality,1977201035,DOWNTOWN,47.61155,-122.34114,1.0,7,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,Other - Entertainment/Public Assembly,Retail Store,99.0,68.19999695,0.0,1293561.0,4107716.0,Compliant,1.85,108,0,1,0,0,1,1,0.0,76.05083020182079,23.94916979817921,71.95,21.54,6.51,100.0,0.0,122810.0,17544.286,58,2.358277575795226,6.732496570892549,"(100, 110]"
49,67,NonResidential,Hospitality,1991200730,LAKE UNION,47.61986,-122.34413,1.0,5,113173,"Hotel, Parking",Hotel,Parking,no information,86.0,165.6999969,0.0,2944680.0,2339663.0,Compliant,1.28,57,0,0,1,0,1,1,0.0,44.275381064401,55.724618935599,62.41,37.59,0.0,62.41,37.59,113173.0,22634.6,14,2.1637277359589047,6.7229911226389385,"(50, 60]"
50,68,NonResidential,Hospitality,1991200935,LAKE UNION,47.62001,-122.34274,1.0,7,150453,Hotel,Hotel,Restaurant,no information,84.0,128.0,0.0,3396109.0,3319078.0,Compliant,1.33,16,0,0,1,0,1,1,0.0,49.426441884641484,50.573558115358516,71.48,1.99,0.0,76.91,23.09,150453.0,21493.286,5,2.303088010528054,6.827058175786518,"(10, 20]"
51,69,NonResidential,Hospitality,1991200940,LAKE UNION,47.62025,-122.34314,1.0,6,116300,Hotel,Hotel,Parking,no information,80.0,144.5,0.0,3188457.0,2639138.0,Compliant,1.4,19,0,0,1,0,1,1,0.0,45.28691509962515,54.71308490037485,76.09,24.33,0.0,75.75,24.25,116300.0,19383.333,5,2.213225472773401,6.765489473796306,"(10, 20]"
52,70,NonResidential,Hospitality,1992200235,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1.0,6,155602,Hotel,Hotel,no information,no information,81.0,107.4000015,0.0,4558937.0,2277962.0,Compliant,0.98,18,0,0,1,0,1,1,0.0,33.31864343761696,66.68135656238303,100.0,0.0,0.0,76.39,23.61,155602.0,25933.667,5,2.1868433703244703,6.834859291255165,"(10, 20]"
53,73,NonResidential,Education,2125049015,EAST,47.63442,-122.30793,1.0,3,56072,K-12 School,K-12 School,no information,no information,76.0,81.09999847,0.0,551867.0,2682920.0,Compliant,2.61,105,0,1,0,0,1,1,0.0,82.9396185900339,17.060381409966098,100.0,0.0,0.0,100.0,0.0,56072.0,18690.667,11,2.1683206655188654,6.5098459240449165,"(100, 110]"
54,77,NonResidential,Hospitality,2249000170,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1.0,4,122942,"Hotel, Parking",Hotel,Parking,no information,94.0,136.6999969,0.0,2423730.0,2913604.0,Compliant,1.4,17,0,1,0,0,1,1,0.0,54.5891263316105,45.4108736683895,63.49,36.51,0.0,63.49,36.51,122942.0,30735.5,14,2.2371414273388353,6.727324462328698,"(10, 20]"
55,82,NonResidential,Office,2254501944,CENTRAL,47.60823,-122.30956,1.0,2,54984,Office,Office,no information,no information,71.0,139.6000061,0.0,1978230.0,1396981.0,Compliant,1.6,54,0,0,1,0,1,1,0.0,41.38944202303204,58.61055797696796,100.0,0.0,0.0,100.0,0.0,54984.0,27492.0,6,1.9492924014120256,6.528301056437737,"(50, 60]"
56,84,NonResidential,Healthcare,2324039001,SOUTHWEST,47.55837,-122.37751,1.0,5,217603,"Parking, Senior Care Community",Senior Care Community,Parking,no information,54.0,235.0,0.0,11824772.0,30967300.0,Compliant,7.94,94,0,1,0,0,1,1,0.0,72.36690945930359,27.63309054069642,136.17,0.0,0.0,100.0,0.0,217603.0,43520.6,30,3.237571383323743,7.631363325760725,"(90, 100]"
57,85,NonResidential,Healthcare,2426039059,NORTHWEST,47.72426,-122.35599,1.0,2,93397,Senior Care Community,Senior Care Community,no information,no information,1.0,311.5,0.0,5679498.0,10723064.0,Compliant,6.52,46,0,1,0,0,1,1,0.0,65.37432384038543,34.62567615961458,100.0,0.0,0.0,100.0,0.0,93397.0,46698.5,21,2.7854010249923875,7.21491174097545,"(40, 50]"
58,86,NonResidential,Hospitality,2467400430,LAKE UNION,47.61988,-122.33211,1.0,6,84103,"Hotel, Parking",Hotel,Parking,no information,74.0,154.1999969,0.0,2812688.0,893412.0,Compliant,0.8,8,0,0,1,0,1,1,0.0,24.106527076981195,75.8934729230188,75.35,24.65,0.0,75.35,24.65,84103.0,14017.167,14,1.8328919447597907,6.568917279989795,"(0, 10]"
59,89,NonResidential,Healthcare,1978201270,EAST,47.61244,-122.3214,1.0,3,179014,Medical Office,Medical Office,no information,no information,48.0,213.3999939,0.0,9886484.0,6814570.0,Compliant,2.41,51,0,0,1,0,1,1,0.0,40.80323313726188,59.19676686273812,100.0,0.0,0.0,100.0,0.0,179014.0,59671.333,14,2.6353228672124414,7.222743932253786,"(50, 60]"
60,95,NonResidential,Hospitality,1979200270,EAST,47.60898,-122.32693,1.0,7,76631,Hotel,Hotel,no information,no information,71.0,172.0,0.0,2660742.0,4598016.0,Compliant,3.43,108,0,1,0,0,1,1,0.0,63.34439032131943,36.65560967868057,100.0,0.0,0.0,100.0,0.0,76631.0,10947.286,5,2.4211924683057493,6.860862407430549,"(100, 110]"
61,96,NonResidential,Mixed Use,1979200290,EAST,47.60845,-122.32637,1.0,6,99780,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,Parking,Office,,505.7999878,5327802.5,10145313.0,0.0,Compliant,4.83,33,0,0,1,1,1,0,34.43264221739959,0.0,65.56735778260041,40.26,20.91,17.06,90.64,9.36,99780.0,16630.0,79,2.6839201551012097,7.189577837535793,"(30, 40]"
62,98,NonResidential,Retail,1983200230,LAKE UNION,47.62237,-122.33805,1.0,2,58320,Retail Store,Retail Store,no information,no information,96.0,25.79999924,0.0,361803.0,687945.0,Compliant,0.67,87,0,1,0,0,1,1,0.0,65.53429966048995,34.46570033951005,123.58,0.0,0.0,100.0,0.0,58320.0,29160.0,12,1.6027109449575574,6.021085728167839,"(80, 90]"
63,100,NonResidential,Office,1983200325,LAKE UNION,47.62424,-122.33646,1.0,5,316306,"Office, Other, Parking, Retail Store",Office,Parking,Other,96.0,144.0,0.0,12871091.0,924861.0,Compliant,0.44,6,0,0,1,0,1,1,0.0,6.703857769293485,93.29614223070651,82.78,47.65,4.79,100.0,0.0,316306.0,63261.2,36,2.145662470707546,7.139751769104779,"(0, 10]"
64,102,NonResidential,Hospitality,1984200065,LAKE UNION,47.62642,-122.33325,1.0,7,282863,"Hotel, Parking",Hotel,Parking,no information,37.0,184.0,0.0,10980652.0,8478651.0,Compliant,1.86,26,0,0,1,0,1,1,0.0,43.57119574118354,56.42880425881646,83.36,18.22,0.0,84.17,15.83,282863.0,40409.0,14,2.722510525890873,7.289127325138142,"(20, 30]"
65,103,Nonresidential COS,Other,1985200003,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,389000,Other,Other,no information,no information,,151.6000061,6093150.0,14419146.0,688680.0,Compliant,1.56,54,0,0,1,1,1,1,28.739950462657944,3.24834101977192,68.01170851757013,94.6,0.0,0.0,100.0,0.0,389000.0,389000.0,5,2.7841963436273907,7.373995998777388,"(50, 60]"
66,104,Nonresidential COS,Other,1985200003,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,91213,Other,Other,no information,no information,,261.7000122,4120130.0,3754115.0,0.0,Compliant,3.77,54,1,0,0,1,1,0,52.32412758302542,0.0,47.67587241697458,71.26,0.0,0.0,100.0,0.0,91213.0,91213.0,5,2.538070787043172,6.910686103401732,"(50, 60]"
